,サマナー,ぷーちゃん♪,1500,5
633位,,アーチャー,Manaco,1013,5
634位,,ランサー,ボウリングⅡ,1013,5
635位,,武道家,Bーふ,1013,5
636位,,武道家,シンメ,1013,5
637位,,シーフ,きしえる,1013,5
638位,,黒魔術師,ﾆｺ・ロビン,1012,5
639位,,ビーストテイマー,スフレ♪,1012,5
640位,,ビーストテイマー,huzuki,1012,5
641位,,アーチャー,黒梅酒,1012,5
642位,,ランサー,☆ありすたん♪,1012,5
643位,,戦士,☆桜咲♪♪,1012,5
644位,,剣士,kekeⅱ,1012,5
645位,,プリンセス,おとぎ国の大樹,1011,5
646位,,戦士,羅列,1011,5
647位,,追放天使,BUS。,1011,3
648位,,光奏師,RosaiDorfman,1010,5
649位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1010,5
650位,,武道家,ねこくろ,1010,5
651位,,ウィザード,ベラー,1010,5
652位,,闘士,ふぅりんっ,1009,5
653位,,リトルウィッチ,京子たん,1009,5
654位,,ランサー,0nak4Su1ta,1009,5
655位,,シーフ,tantan_07,1009,5
656位,,アルケミスト,じーす,1008,5
657位,,アルケミスト,Vitamin3000,1008,5
658位,,黒魔術師,ねこじゅつし,1008,5
659位,,闘士,れじぇっちょ,1008,5
660位,,霊術師,○カマです。。,1008,5
661位,,リトルウィッチ,ゆかるり,1008,5
662位,,シーフ,ガンバードⅡ,1008,5
663位,,追放天使,DTてんし,1008,5
664位,,アルケミスト,ひらめち,1007,5
665位,,獣人,化石の記憶,1007,5
666位,,獣人,ﾎﾟｰﾄｶﾞｽ・D．ｴｰｽ,1007,5
667位,,リトルウィッチ,まなぷりん歌姫,1007,5
668位,,武道家,1901,1007,5
669位,,ウィザード,トリプルぷるぷる,1007,5
670位,,戦士,GrantKeeneth,1007,5
671位,,霊術師,かーらτ,1006,5
672位,,プリンセス,よもぎ姫,1006,5
673位,,アーチャー,ひろぽんarc,1006,5
674位,,アーチャー,みころっく,1006,5
675位,,ウィザード,Матрёшка,1006,5
676位,,ウィザード,け～む,1006,5
677位,,黒魔術師,みぃどりん,1005,5
678位,,光奏師,カマキり令嬢,1005,5
679位,,光奏師,つばまる。,1005,5
680位,,武道家,∮したっぱ∮,1005,5
681位,,武道家,FASIAL,1005,5
682位,,ビショップ,ホボ・ブラジル,1005,5
683位,,ウィザード,呉竹鞘御杖刀,1005,5
684位,,光奏師,ささくれ痛い乃介,1005,3
685位,,獣人,捨てキング,1004,5
686位,,光奏師,DTじゅーじん,1004,5
687位,,アーチャー,てとてと,1004,5
688位,,武道家,冥界王レイリー,1004,5
689位,,シーフ,スターリング＿,1004,5
690位,,ウルフマン,マスオ。,1004,5
691位,,ウィザード,fucoxanthinol,1004,5
692位,,マスケッティア,射之助,1003,5
693位,,黒魔術師,おしぐ,1003,5
694位,,サマナー,游々,1003,5
695位,,ランサー,Luxu,1003,5
696位,,ランサー,MP槍♪,1003,5
697位,,ウィザード,☆白魔導師☆,1003,5
698位,,黒魔術師,valr＿D,1002,5
699位,,黒魔術師,結城希亜,1002,5
700位,,黒魔術師,えむはげK,1002,5
701位,,黒魔術師,EscapedRabbit,1002,5
702位,,霊術師,悪い子猫ちゃん,1002,5
703位,,霊術師,なついち,1002,5
704位,,リトルウィッチ,EternalWitch,1002,5
705位,,リトルウィッチ,なつひ。,1002,5
706位,,プリンセス,電気社長,1002,5
707位,,サマナー,うーろんちゃ,1002,5
708位,,ランサー,ちとせねこ〃,1002,5
709位,,武道家,is2235,1002,5
710位,,ウィザード,青々あお,1002,5
711位,,剣士,天城颯馬,1002,5
712位,,黒魔術師,くろねこのて,1002,3
713位,,リトルウィッチ,胡桃めと,1002,3
714位,,アーチャー,7thワールド,1002,2
715位,,アーチャー,夏菜子お,1002,1
716位,,黒魔術師,奏音かのん,1001,5
717位,,黒魔術師,【EGOIST】,1001,5
718位,,黒魔術師,ふるぅりぃ,1001,5
719位,,黒魔術師,餃子魔,1001,5
720位,,黒魔術師,すてみ,1001,5
721位,,黒魔術師,黒おる,1001,5
722位,,メイド,ぱいぱいぺちゃ美,1001,5
723位,,獣人,ケモナッツン,1001,5
724位,,光奏師,ライト・レイマ一,1001,5
725位,,光奏師,そとわくJ,1001,5
726位,,霊術師,十六夜‘,1001,5
727位,,霊術師,えびふらいおん,1001,5
728位,,霊術師,ワ・ッ・チ,1001,5
729位,,悪魔,魔王アリエル,1001,5
730位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
731位,,リトルウィッチ,ゆびゆび！,1001,5
732位,,サマナー,りのる,1001,5
733位,,サマナー,倉庫きゃら3,1001,5
734位,,サマナー,導師くるりん,1001,5
735位,,サマナー,ぷぃぷぃもるかー,1001,5
736位,,アーチャー,あいらもると,1001,5
737位,,アーチャー,ｳﾞｧﾚｽｶ,1001,5
738位,,アーチャー,テボ,1001,5
739位,,アーチャー,れぃん（仮）,1001,5
740位,,アーチャー,いっくん☆☆,1001,5
741位,,ランサー,ねむにゃん,1001,5
742位,,ランサー,東京卍曾初代総長,1001,5
743位,,ランサー,初老しゃちょー,1001,5
744位,,ランサー,槍ちん,1001,5
745位,,ランサー,雷電将軍,1001,5
746位,,ランサー,らいみん。,1001,5
747位,,ランサー,きゃまいたち,1001,5
748位,,ランサー,bazlow,1001,5
749位,,ランサー,シャドウラプター,1001,5
750位,,ランサー,【000】,1001,5
751位,,ランサー,κarura,1001,5
752位,,武道家,倉庫きゃら2,1001,5
753位,,武道家,ぴのたろ,1001,5
754位,,追放天使,おぶさん。,1001,5
755位,,ビショップ,メルチェント,1001,5
756位,,ビショップ,なぐられ,1001,5
757位,,ビショップ,コルして下さい！,1001,5
758位,,ウルフマン,リニア頑張る女神,1001,5
759位,,ウルフマン,なんただワン,1001,5
760位,,ウルフマン,史焔,1001,5
761位,,ウィザード,がなっしゅ。,1001,5
762位,,戦士,はるしげ,1001,5
763位,,戦士,リカルの遺志,1001,5
764位,,戦士,らいおんキング,1001,5
765位,,剣士,かいり。,1001,5
766位,,剣士,やまさ乃風,1001,5
767位,,剣士,καЯμγα,1001,5
768位,,黒魔術師,あぉ,1001,4
769位,,シーフ,ダム坊,1001,4
770位,,マスケッティア,きんおじ,1001,3
771位,,リトルウィッチ,FlorenCe♪,1001,3
772位,,サマナー,一ノ瀬めと,1001,3
773位,,アーチャー,きんくろ,1001,3
774位,,サマナー,ULTぷーちゃん,1001,2
775位,,武道家,ビターグラッセ,1001,2
776位,,光奏師,puchohenza,1001,0
777位,,ランサー,釣られたクマー,1001,0
778位,,アルケミスト,Lamps,1000,5
779位,,アルケミスト,syumiha,1000,5
780位,,アルケミスト,錬金卵,1000,5
781位,,アルケミスト,華怨,1000,5
782位,,黒魔術師,眼鏡はいいぞ,1000,5
783位,,黒魔術師,StellaNigra,1000,5
784位,,黒魔術師,わかりみがふかい,1000,5
785位,,黒魔術師,Gelidium,1000,5
786位,,黒魔術師,αカロテン,1000,5
787位,,黒魔術師,なまる,1000,5
788位,,黒魔術師,mainon,1000,5
789位,,黒魔術師,角巻わためぇ,1000,5
790位,,黒魔術師,マッスルさいとう,1000,5
791位,,黒魔術師,なーりー,1000,5
792位,,黒魔術師,felmo,1000,5
793位,,黒魔術師,サシャブラウス,1000,5
794位,,黒魔術師,黒魔くるりん,1000,5
795位,,黒魔術師,＄金剛石＄,1000,5
796位,,黒魔術師,しらたま団子ＬＬ,1000,5
797位,,獣人,ばじ,1000,5
798位,,光奏師,不安＊,1000,5
799位,,光奏師,ﾋﾞﾋﾞﾋﾞｯ！！,1000,5
800位,,光奏師,Sanremo,1000,5
801位,,闘士,くまゆる,1000,5
802位,,闘士,サ～べラス,1000,5
803位,,闘士,kaona,1000,5
804位,,霊術師,ライムンゥ,1000,5
805位,,霊術師,Razzie,1000,5
806位,,霊術師,Maximoff,1000,5
807位,,悪魔,でびぃ夫人,1000,5
808位,,悪魔,いぼぼ,1000,5
809位,,リトルウィッチ,あいすmonaka,1000,5
810位,,リトルウィッチ,とり星撃つマン,1000,5
811位,,リトルウィッチ,ぺろキャン,1000,5
812位,,リトルウィッチ,ﾆﾝｼﾞﾝ。,1000,5
813位,,リトルウィッチ,§ｵﾄﾉﾊ§☆☆,1000,5
814位,,リトルウィッチ,美姫モツ姫,1000,5
815位,,リトルウィッチ,エリアナ・リュミ,1000,5
816位,,リトルウィッチ,はっふるぱむ,1000,5
817位,,リトルウィッチ,椎名蒼,1000,5
818位,,リトルウィッチ,セーラーシリウス,1000,5
819位,,プリンセス,ちゃっぷりこん,1000,5
820位,,サマナー,オバリシ,1000,5
821位,,サマナー,笛吹ホブス☆,1000,5
822位,,サマナー,【Carel】,1000,5
823位,,サマナー,ゴールドseef,1000,5
824位,,ビーストテイマー,真華,1000,5
825位,,ビーストテイマー,ShootingStar☆彡,1000,5
826位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
827位,,アーチャー,施しの英雄,1000,5
828位,,アーチャー,ぴでぽよ,1000,5
829位,,アーチャー,2級フィクサー,1000,5
830位,,アーチャー,高麗公主,1000,5
831位,,アーチャー,ぴよっく,1000,5
832位,,アーチャー,ヨーグルトたべお,1000,5
833位,,アーチャー,♪つんはち♪,1000,5
834位,,アーチャー,黒しば,1000,5
835位,,アーチャー,すきゃっとじん,1000,5
836位,,アーチャー,バイノーラル,1000,5
837位,,アーチャー,CrowCrew,1000,5
838位,,ランサー,倉庫きゃら1,1000,5
839位,,ランサー,やばすぎけんじ,1000,5
840位,,ランサー,永遠回帰,1000,5
841位,,ランサー,てんもるあ,1000,5
842位,,ランサー,Xephia,1000,5
843位,,ランサー,らさっち,1000,5
844位,,ランサー,hinanon☆彡,1000,5
845位,,ランサー,watta_dro,1000,5
846位,,ランサー,カイト＠槍,1000,5
847位,,ランサー,愛の鳥☆コザク,1000,5
848位,,ランサー,こっちん,1000,5
849位,,ランサー,ボリュームサンド,1000,5
850位,,ランサー,まりるんるん,1000,5
851位,,ランサー,☆Syuna☆,1000,5
852位,,ランサー,SDGsしか勝たん,1000,5
853位,,ランサー,離島の民,1000,5
854位,,ランサー,シアルティス,1000,5
855位,,ランサー,フーリッシュ,1000,5
856位,,ランサー,栗花落。,1000,5
857位,,ランサー,harokun,1000,5
858位,,ランサー,あめっちぇん,1000,5
859位,,ランサー,Lケタミン,1000,5
860位,,ランサー,ひなせ。,1000,5
861位,,ランサー,Draxler,1000,5
862位,,ランサー,＄金星＄,1000,5
863位,,ランサー,CarrotPink,1000,5
864位,,ランサー,おんみょん,1000,5
865位,,ランサー,ぺむーた,1000,5
866位,,ランサー,Among_Us,1000,5
867位,,ランサー,シャロン☆☆,1000,5
868位,,ランサー,ぷらんく♪,1000,5
869位,,ランサー,断然犬派,1000,5
870位,,ランサー,そんてふ,1000,5
871位,,ランサー,Sparituda,1000,5
872位,,ランサー,LilaMia,1000,5
873位,,武道家,ありすにゃん,1000,5
874位,,武道家,バジくん,1000,5
875位,,武道家,崖の上のピノ,1000,5
876位,,武道家,。るーしぇ。,1000,5
877位,,武道家,●●●○○〇,1000,5
878位,,武道家,ζsilentζ,1000,5
879位,,シーフ,風呂屋の闘争,1000,5
880位,,追放天使,『ポッセ』,1000,5
881位,,ビショップ,2021金鯖お疲れ,1000,5
882位,,ビショップ,Basilica,1000,5
883位,,ビショップ,りゅーぃ,1000,5
884位,,ビショップ,はにぼう,1000,5
885位,,ウルフマン,しぐの咆哮,1000,5
886位,,ウィザード,ミ～ティア,1000,5
887位,,戦士,ﾊﾉﾌﾞのﾀﾞﾝﾕｳ☆,1000,5
888位,,戦士,Melonade,1000,5
889位,,戦士,らふねっく,1000,5
890位,,戦士,ギガノトサウルス,1000,5
891位,,戦士,へいわくん,1000,5
892位,,戦士,鼻毛特攻隊,1000,5
893位,,戦士,ジョン・ウィック,1000,5
894位,,剣士,たんぬんぬん,1000,5
895位,,剣士,ぴよくっく,1000,5
896位,,剣士,ココア焼きそば,1000,5
897位,,剣士,SiaLucht,1000,5
898位,,剣士,花ピアス☆,1000,5
899位,,サマナー,デラックスサマナ,1000,4
900位,,ランサー,ふらるん,1000,4
901位,,黒魔術師,しぐれうい。,1000,3
902位,,光奏師,僕は独り,1000,3
903位,,光奏師,サウンドオリビア,1000,3
904位,,サマナー,八雲美鶴刄,1000,3
905位,,アーチャー,star＠狩,1000,3
906位,,ランサー,イチゴ娘,1000,3
907位,,ランサー,疾風＆迅雷,1000,3
908位,,ランサー,倒壊テイオー,1000,3
909位,,サマナー,ありすにゃー,1000,2
910位,,サマナー,王女様さま,1000,2
911位,,ランサー,らむっちょ,1000,1
912位,,プリンセス,愛絢,1000,0
913位,,黒魔術師,天翔＇龍閃,999,5
914位,,プリンセス,伝説の左,999,5
915位,,悪魔,白南天,998,5
916位,,シーフ,なるお,998,5
917位,,ウィザード,まこっつ,998,5
918位,,ランサー,Milky__,997,5
919位,,シーフ,ζKleinζ,997,5
920位,,戦士,Ф黒大和Ф,997,5
921位,,武道家,ふぅぅ・ω・）†,996,5
922位,,プリンセス,Sheena☆ｼﾙｷｰ,995,5
923位,,アーチャー,わんぬこりん,995,5
924位,,リトルウィッチ,裏BONUS,994,5
925位,,ランサー,minas,994,5
926位,,ビショップ,エルゴプラクシー,994,5
927位,,光奏師,ドブネズミ,993,5
928位,,メイド,べホイミ,992,5
929位,,プリンセス,世界で1番お姫様,992,5
930位,,アーチャー,カクラ,992,5
931位,,ランサー,メリデ♪,992,5
932位,,剣士,アントニオ洋,992,5
933位,,剣士,斬之助,992,5
934位,,ウィザード,ジェルア,992,4
935位,,ウィザード,Ψ人生Ψ,992,3
936位,,アーチャー,熱風☆,991,5
937位,,ウィザード,舞之助,991,5
938位,,闘士,どすこいULT,990,5
939位,,霊術師,しんくれあ,990,5
940位,,アーチャー,眠れる女子,990,5
941位,,追放天使,2時間1分19秒,990,5
942位,,追放天使,万物創生,990,5
943位,,戦士,日軍,990,5
944位,,剣士,むこうぶっち,990,5
945位,,剣士,Starman,990,5
946位,,ウルフマン,ジャガージャック,990,4
947位,,サマナー,ふるーりー,990,3
948位,,リトルウィッチ,アラバスタのビビ,990,2
949位,,黒魔術師,おこの姫,989,5
950位,,ビーストテイマー,リリ～ちゃん♪,989,5
951位,,ランサー,＄槍兵＄,989,5
952位,,ランサー,銀嶺弧雀,989,5
953位,,武道家,まぼろし探偵,989,5
954位,,シーフ,ShakeShack,989,5
955位,,剣士,エコシュウ,989,5
956位,,アーチャー,猫杏♪,988,5
957位,,剣士,Shout☆at☆Devil,988,5
958位,,剣士,ﾛｰﾗﾝ,988,5
959位,,黒魔術師,まろしば,987,5
960位,,光奏師,RedSpiderLily,987,5
961位,,霊術師,Mrスピエモン,987,5
962位,,霊術師,MurderQueenЯR,987,5
963位,,霊術師,優しぃ嘘,987,5
964位,,サマナー,ラヴィリア,987,5
965位,,アーチャー,ミ～仔,987,5
966位,,ランサー,こぼーん,987,5
967位,,武道家,マエタン,987,5
968位,,シーフ,天攻,987,5
969位,,剣士,テトラぽっど,987,5
970位,,剣士,Garugo,987,5
971位,,光奏師,ゴキおじ,986,5
972位,,ランサー,ウィンリ１,986,5
973位,,プリンセス,☆胡蝶蘭☆,986,2
974位,,霊術師,むぅ～たん♪,985,5
975位,,ネクロマンサー,くろちゃん♪,985,5
976位,,ランサー,ググれカス,985,5
977位,,シーフ,埋火,985,5
978位,,サマナー,ららみ～,984,5
979位,,ランサー,kishigami3,984,5
980位,,シーフ,ゼルドリッツ,984,5
981位,,霊術師,人生に迷った,983,5
982位,,リトルウィッチ,FairyinyourHart,983,5
983位,,アーチャー,撃業,983,5
984位,,ランサー,D･Cherish,983,5
985位,,ランサー,SDGs姫,983,3
986位,,黒魔術師,フォルメンテーラ,982,5
987位,,光奏師,Emiel,982,5
988位,,悪魔,ね、くろちゃん,982,5
989位,,リトルウィッチ,ﾌﾟﾘﾝｾｽ・ﾌﾟﾘｽﾞﾝ,982,5
990位,,プリンセス,メルティアーノ♪,982,5
991位,,ランサー,Sikaore,982,5
992位,,武道家,灰なな,982,5
993位,,ビショップ,ルーシェル☆,982,5
994位,,獣人,アンジョルラス,981,5
995位,,獣人,Raphtalia,981,5
996位,,ランサー,朱の蒼月,981,5
997位,,武道家,斗真君,981,5
998位,,シーフ,☆ヒョク☆,981,5
999位,,シーフ,パパケット,981,5
